sweep,kind,group,characteristic,column,unit,at_design,min,max,range,at_start,at_end
08_damper_stroke,damper_stroke,corner,"Front-view IC, y",fvic_y_left,mm,-1329.7104688559969,-163053.84869235405,171537.18513790186,334591.0338302559,-1329.7104688559969,3986.267481432418
08_damper_stroke,damper_stroke,corner,"Front-view IC, z",fvic_z_left,mm,-372.4224199835352,-27676.572037241363,24921.3464455094,52597.91848275076,-372.4224199835352,-1189.4320383754814
08_damper_stroke,damper_stroke,corner,Front-view swing-arm length,fvsa_length_left,mm,1828.2934800246933,-173305.88485394293,165397.4101164566,338703.2949703995,1828.2934800246933,-3718.56207561476
08_damper_stroke,damper_stroke,corner,"Camber, road-relative",camber_road_left,deg,-1.1252771539302158,-1.1252771539302158,0.12141144809381195,1.2466886020240278,-1.1252771539302158,-0.11409009863990519
08_damper_stroke,damper_stroke,axle,Track,track,mm,907.084,907.084,907.084,0.0,907.084,907.084
08_damper_stroke,damper_stroke,axle,Track change,track_change,mm,-12.395773169021936,-20.473922888211632,0.1745466511264339,20.648469539338066,-12.395773169021936,-20.473922888211632
08_damper_stroke,damper_stroke,axle,Roll-centre height,roll_center_z,mm,-50.81222270612335,-50.81222270612335,81.07066503901683,131.88288774514018,-50.81222270612335,81.07066503901683
08_damper_stroke,damper_stroke,axle,Roll-centre lateral position,roll_center_y,mm,-3.9357360037683975e-08,-1.458822265476556e-05,6.7789502509185695e-06,2.136717290568413e-05,-3.9357360037683975e-08,-5.520883519238851e-07
08_damper_stroke,damper_stroke,axle,Body roll,roll,deg,-7.159947716500386e-09,-6.929325163487273e-08,1.5862676282382278e-07,2.2792001445869552e-07,-7.159947716500386e-09,-7.571103313388602e-09
08_damper_stroke,damper_stroke,axle,Heave,heave,mm,58.03074050882128,-59.52001829186942,58.03074050882128,117.5507588006907,58.03074050882128,-59.52001829186942
08_damper_stroke,damper_stroke,axle,Ride-height change,ride_height_change,mm,-58.0845854929691,-58.0845854929691,59.5194647678686,117.6040502608377,-58.0845854929691,59.5194647678686
08_damper_stroke,damper_stroke,axle,Rack displacement,rack_displacement,mm,-5.291269644658313e-10,-4.581664825309417e-09,6.33412838624281e-07,6.379945034495904e-07,-5.291269644658313e-10,-1.2923351278004702e-10
08_damper_stroke,damper_stroke,axle,Steering ratio,steer_per_rack_left,deg/mm,-0.6253315775881199,-0.7486841699065676,-0.6253315775881199,0.12335259231844775,-0.6253315775881199,-0.7486841699065676
08_damper_stroke,damper_stroke,gradient,Toe per rack,deriv_toe_angle_wrt_rack_displacement_left,deg/mm,0.6253315775881199,0.6253315775881199,0.7486841699065676,0.12335259231844775,0.6253315775881199,0.7486841699065676
08_damper_stroke,damper_stroke,gradient,Steer per rack,deriv_steer_angle_wrt_rack_displacement_left,deg/mm,-0.6253315775881199,-0.7486841699065676,-0.6253315775881199,0.12335259231844775,-0.6253315775881199,-0.7486841699065676
08_damper_stroke,damper_stroke,gradient,Camber per rack,deriv_camber_wrt_rack_displacement_left,deg/mm,-0.1102487295319931,-0.1319778526394635,-0.1102487295319931,0.021729123107470383,-0.1102487295319931,-0.1319778526394635
